City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,howrah,22.5892,88.3103,80.6,61,15,3.44,IN,1699415236
275,diego martin,10.7005,-61.5342,74.98,85,100,4.21,TT,1699415236
276,usogorsk,63.4106,48.6872,38.66,99,100,6.62,RU,1699415236
277,coquimbo,-29.9533,-71.3436,58.73,88,0,9.22,CL,1699415237
278,dongola,19.1667,30.4833,75.54,57,0,6.4,SD,1699415237
279,doka,13.5167,35.7667,75.67,71,69,4.79,SD,1699415237
280,urangan,-25.3,152.9,74.26,53,58,13.47,AU,1699415115
281,new norfolk,-42.7826,147.0587,72.9,54,54,4.54,AU,1699415237
282,labrador city,52.9463,-66.9114,17.51,86,100,16.11,CA,1699415238
283,port blair,11.6667,92.75,86.04,79,40,9.22,IN,1699415112
284,zalingei,12.9096,23.4741,73.17,29,71,7.99,SD,1699415238
285,bargaal,11.2864,51.0773,79.93,73,100,8.03,SO,1699415238
286,kabare,-2.4683,28.8242,60.46,93,72,1.88,CD,1699415238
287,usinsk,65.9939,57.5281,35.08,100,100,11.99,RU,1699415239
288,bowen,-20.0167,148.2333,78.6,68,16,18.37,AU,1699415239
289,sanchazi,42.0817,126.6003,41.18,50,97,4.85,CN,1699415239
290,gunnison,38.7,-107.0673,41.85,40,41,14.58,US,1699415239
291,nkhotakota,-12.9274,34.2961,80.85,62,21,10.09,MW,1699415240
292,kavieng,-2.5744,150.7967,83.73,76,100,12.3,PG,1699415240
293,san jose del guaviare,2.5729,-72.6459,74.05,95,100,0.31,CO,1699415240
294,college,64.8569,-147.8028,11.07,85,20,0.0,US,1699415241
295,margate,51.3813,1.3862,45.88,84,100,4.0,GB,1699415241
296,santa quiteria,-4.3319,-40.1567,77.27,64,6,4.23,BR,1699415241
297,port nelson,23.6333,-74.8333,79.95,69,54,14.52,BS,1699415242
298,saint john,45.2727,-66.0677,51.8,100,100,3.44,CA,1699415242
299,alice springs,-23.7,133.8833,94.55,11,100,13.8,AU,1699415144
300,carmelo,-33.9892,-58.2856,68.7,94,54,11.83,UY,1699415242
301,ardestan,33.3761,52.3694,58.71,35,0,4.45,IR,1699415242
302,kristiansund,63.1115,7.732,41.65,87,100,1.14,NO,1699415243
303,port hedland,-20.3167,118.5667,93.25,49,5,12.66,AU,1699415140
304,okha,53.5739,142.9478,30.61,61,29,12.66,RU,1699415178
305,cabo san lucas,22.8909,-109.9124,83.75,73,95,1.45,MX,1699415243
306,tual,-5.6667,132.75,81.28,77,17,9.28,ID,1699415244
307,saint-philippe,-21.3585,55.7679,72.99,85,97,10.67,RE,1699415244
308,champerico,14.3,-91.9167,80.65,84,73,4.29,GT,1699415244
309,joshimath,30.5667,79.5667,60.71,43,4,4.45,IN,1699415244
310,kosikha,53.3617,84.5822,25.52,91,81,5.55,RU,1699415245
311,imbituba,-28.24,-48.6703,61.95,91,11,15.64,BR,1699415245
312,luderitz,-26.6481,15.1594,60.04,73,0,17.07,NA,1699415245
313,atar,20.5169,-13.0499,62.55,45,3,10.83,MR,1699415245
314,anadyr,64.75,177.4833,18.1,93,75,11.18,RU,1699415246
315,buala,-8.145,159.5921,80.24,88,92,6.6,SB,1699415246
316,huarmey,-10.0681,-78.1522,65.55,87,47,7.58,PE,1699415246
317,notodden,59.5594,9.2585,32.72,92,97,3.96,NO,1699415247
318,luuq,3.7938,42.5445,78.85,78,79,9.86,SO,1699415247
319,orchard homes,46.8633,-114.0484,44.6,77,100,9.22,US,1699415247
320,nalhati,24.3,87.8167,80.22,38,0,2.1,IN,1699415247
321,lewistown,40.5992,-77.5714,51.37,66,0,8.05,US,1699415247
322,port saint john's,-31.6229,29.5448,65.08,71,100,6.71,ZA,1699415248
323,kamphaeng phet,16.25,99.5,85.01,72,68,1.19,TH,1699415248
324,comandante fontana,-25.3345,-59.6821,81.12,39,49,6.02,AR,1699415248
325,calca,-13.3333,-71.95,58.35,75,100,3.31,PE,1699415248
326,vittel,48.2009,5.9484,44.42,87,75,11.5,FR,1699415249
327,vilyuchinsk,52.9306,158.4028,28.67,85,100,7.65,RU,1699415249
328,ta`u,-14.2336,-169.5144,79.81,86,91,16.84,AS,1699415249
329,quinte west,44.1834,-77.5662,33.53,71,100,12.66,CA,1699415249
330,grand-bassam,5.2118,-3.7388,76.96,85,100,5.79,CI,1699415249
331,sisimiut,66.9395,-53.6735,20.46,67,99,4.56,GL,1699415250
332,bryne,58.7354,5.6477,37.94,93,0,2.3,NO,1699415250
333,xinhui,22.456,113.0482,84.15,71,97,11.5,CN,1699415250
334,ixtapa,20.7,-105.2,81.23,94,100,3.44,MX,1699415178
335,puerto madryn,-42.7692,-65.0385,59.65,35,3,27.38,AR,1699415251
336,savyntsi,49.4026,37.0627,44.42,80,30,6.98,UA,1699415251
337,bubaque,11.2833,-15.8333,83.48,70,18,11.07,GW,1699415251
338,antsiranana,-12.2787,49.2917,77.76,69,20,9.22,MG,1699415251
339,machali,-34.1833,-70.6667,55.0,69,56,2.95,CL,1699415252
340,srivardhan,18.0333,73.0167,85.41,61,28,2.82,IN,1699415252
341,shahr-e babak,30.1165,55.1186,55.47,33,0,2.75,IR,1699415178
342,naryn,41.4287,75.9911,44.37,30,100,2.04,KG,1699415252
343,al kharijah,25.4514,30.5464,70.97,34,0,7.94,EG,1699415252
344,rehoboth,-23.3167,17.0833,56.95,19,0,5.44,NA,1699415253
345,paita,-5.0892,-81.1144,68.11,80,2,12.35,PE,1699415253
346,bardai,11.65,7.2333,68.77,24,3,6.91,NG,1699415253
347,sao jose da coroa grande,-8.8978,-35.1478,76.66,83,53,7.43,BR,1699415253
348,brezina,33.0989,1.2608,50.68,53,27,14.07,DZ,1699415122
349,savalou,7.9281,1.9756,75.33,91,58,3.51,BJ,1699415254
350,mezhdurechenskiy,59.6,65.9333,33.13,81,100,6.8,RU,1699415254
351,karatas,36.582,35.3701,61.45,80,0,4.38,TR,1699415254
352,nar'yan-mar,67.6713,53.087,33.12,100,100,8.99,RU,1699415255
353,quellon,-43.1167,-73.6167,48.04,94,99,6.44,CL,1699415255
354,agadez,19.75,10.25,69.13,19,36,1.79,NE,1699415255
355,bontang,0.1333,117.5,86.59,67,92,3.47,ID,1699415256
356,saldanha,-33.0117,17.9442,46.45,78,0,11.39,ZA,1699415256
357,santana,-0.0583,-51.1817,82.58,74,40,9.22,BR,1699415256
358,acapulco de juarez,16.8634,-99.8901,81.18,84,83,5.14,MX,1699415077
359,gongchangling,41.1167,123.45,38.25,85,100,9.04,CN,1699415256
360,grabs,47.1825,9.4439,39.87,93,36,1.99,CH,1699415257
361,zapfendorf,50.0178,10.9324,47.98,71,98,1.01,DE,1699415257
362,southeast arcadia,27.1863,-81.8521,71.47,82,37,5.7,US,1699415257
363,anisoc,1.8658,10.7689,71.17,99,100,1.34,GQ,1699415257
364,tabou,4.423,-7.3528,76.91,91,29,6.04,CI,1699415258
365,lliria,39.6333,-0.6,52.95,65,0,4.61,ES,1699414993
366,cill airne,52.05,-9.5167,46.69,84,100,18.32,IE,1699415258
367,vallentuna,59.5344,18.0776,39.24,96,75,3.44,SE,1699415055
368,hadibu,12.65,54.0333,79.48,69,31,7.16,YE,1699415258
369,bom jesus da lapa,-13.255,-43.4181,74.86,77,99,3.33,BR,1699415259
370,seydi,39.4816,62.9137,63.77,53,66,17.65,TM,1699415259
371,jackson,42.4165,-122.8345,48.07,88,75,1.01,US,1699415259
372,shimoda,34.6667,138.95,68.36,60,43,11.18,JP,1699415259
373,katsuura,35.1333,140.3,66.22,58,7,14.99,JP,1699415260
374,boca suno,-0.7167,-77.1333,72.0,98,99,1.63,EC,1699415260
375,fukuecho,32.6881,128.8419,66.56,59,40,5.75,JP,1699415117
376,antonio enes,-16.2325,39.9086,79.36,74,0,12.95,MZ,1699415235
377,jalapa,19.5333,-96.9167,62.4,96,92,2.28,MX,1699415261
378,pokhvistnevo,53.6524,52.1274,44.31,98,100,5.35,RU,1699415261
379,tshabong,-26.05,22.45,64.2,27,2,8.84,BW,1699415261
380,quang ngai,15.1167,108.8,82.78,80,86,6.89,VN,1699415131
381,funafuti,-8.5243,179.1942,82.4,89,75,0.0,TV,1699415261
382,ga-kgapane,-23.6333,30.2167,63.66,84,99,4.85,ZA,1699415262
383,kupang,-10.1667,123.5833,93.78,55,40,8.05,ID,1699415262
384,hargeysa,9.56,44.065,63.9,87,88,7.54,SO,1699415262
385,tomatlan,19.9333,-105.25,75.31,97,23,2.35,MX,1699415262
386,yuzhno-kurilsk,44.0306,145.8556,48.38,72,78,22.01,RU,1699415263
387,clarence town,-32.5833,151.7833,84.61,31,84,5.88,AU,1699415263
388,tamulte de las sabanas,18.2167,-92.7833,77.09,96,43,4.56,MX,1699415262
389,kosong,38.3788,128.4676,55.89,49,3,3.49,KR,1699415263
390,cockburn town,21.4612,-71.1419,82.06,75,6,13.91,TC,1699415264
391,klyuchi,52.2667,79.1667,34.03,57,18,5.7,RU,1699415264
392,kailua-kona,19.6406,-155.9956,80.56,86,100,12.66,US,1699415264
393,guerrero negro,27.9769,-114.0611,66.87,76,0,15.08,MX,1699415264
394,khadan khak,30.7477,67.7085,54.75,54,93,4.14,PK,1699415265
395,glendive,47.1053,-104.7125,44.19,70,20,9.22,US,1699415265
396,polyarnyy,69.1989,33.4478,29.55,69,93,13.49,RU,1699415077
397,zouerate,22.7187,-12.4521,57.69,66,0,12.62,MR,1699415265
398,bajil,15.0584,43.2851,81.09,72,100,1.9,YE,1699415266
399,ancud,-41.8697,-73.8203,48.45,91,90,7.2,CL,1699415266
400,vangviang,18.9333,102.45,87.37,57,99,3.13,LA,1699415266
401,ravar,31.2656,56.8055,63.9,41,0,3.0,IR,1699415266
402,kingsville,27.5159,-97.8561,75.38,82,0,8.05,US,1699415267
403,amursk,50.2261,136.8994,26.98,66,91,1.81,RU,1699415267
404,felipe carrillo puerto,19.5833,-88.05,71.85,97,92,2.53,MX,1699415211
405,bousso,10.4795,16.7117,79.74,38,60,3.78,TD,1699415268
406,tosontsengel,48.7567,98.2839,3.16,93,100,3.2,MN,1699415268
407,hojo,33.9766,132.7777,67.93,42,0,5.75,JP,1699415175
408,traverse city,44.7631,-85.6206,35.8,81,100,5.75,US,1699415268
409,puerto ayacucho,5.6639,-67.6236,76.32,90,83,3.33,VE,1699415268
410,las tablas,7.7667,-80.2833,79.29,87,98,1.72,PA,1699415269
411,qaryat suluq,31.6682,20.2521,66.6,73,0,9.82,LY,1699415269
412,forster,-32.1667,152.5167,76.37,61,58,16.6,AU,1699415269
413,la'ie,21.6477,-157.9253,82.36,78,33,8.01,US,1699415269
414,jalai nur,49.45,117.7,18.48,71,100,12.88,CN,1699415269
415,gadzhiyevo,69.2551,33.3362,30.96,66,97,15.3,RU,1699415270
416,shambu,9.5667,37.1,49.55,82,34,3.62,ET,1699415270
417,blenheim,-41.516,173.9528,53.53,82,98,5.01,NZ,1699415270
418,qamdo,31.1667,97.2333,30.06,51,100,5.55,CN,1699415241
419,clarksdale,34.2001,-90.5709,66.9,77,0,5.75,US,1699415270
420,chinhoyi,-17.3667,30.2,73.44,57,69,7.31,ZW,1699415080
421,el rosario,24.2556,-107.1828,77.65,88,96,1.48,MX,1699415271
422,safotu,-13.4513,-172.4018,81.66,85,98,10.51,WS,1699415272
423,manokwari,-0.8667,134.0833,82.8,77,78,4.16,ID,1699415228
424,miquelon,47.0975,-56.3814,46.4,92,100,28.99,PM,1699415272
425,lagoa,39.05,-27.9833,66.58,94,100,21.74,PT,1699415272
426,velingara,13.15,-14.1167,74.17,31,45,3.2,SN,1699415273
427,tura,25.5198,90.2201,77.04,56,0,1.48,IN,1699415273
428,daru,-9.0763,143.2092,82.02,74,93,11.77,PG,1699415273
429,port augusta,-32.5,137.7667,89.24,16,60,15.26,AU,1699415273
430,new glasgow,45.5834,-62.6486,50.79,93,100,15.52,CA,1699415274
431,santo andre,-23.6639,-46.5383,66.13,83,0,3.44,BR,1699415274
432,laayoune,27.1622,-13.2032,66.54,59,2,12.66,EH,1699415274
433,darab,28.7519,54.5444,65.08,40,0,3.53,IR,1699415274
434,san lorenzo de esmeraldas,1.2883,-78.8369,76.77,95,100,4.32,EC,1699414994
435,la ronge,55.1001,-105.2842,32.25,93,100,4.61,CA,1699415275
436,acajutla,13.5928,-89.8275,79.41,84,100,5.06,SV,1699415275
437,puerto yuca,2.9383,-73.2083,73.94,90,95,2.26,CO,1699415275
438,djenne,13.9061,-4.5533,81.55,21,45,7.31,ML,1699415007
439,sretensk,52.2453,117.7093,19.26,64,100,7.99,RU,1699415276
440,klaksvik,62.2266,-6.589,41.92,82,67,16.42,FO,1699415276
441,kembe,4.6228,21.8865,69.35,96,95,1.1,CF,1699415277
442,serenje,-13.2325,30.2352,67.86,60,32,0.65,ZM,1699415277
443,atamyrat,37.8357,65.2106,66.74,50,100,9.28,TM,1699415277
444,dhidhdhoo,6.8833,73.1,82.63,73,100,1.41,MV,1699415277
445,mahibadhoo,3.7833,72.9667,81.7,74,77,6.33,MV,1699415277
446,sao felix do xingu,-6.6447,-51.995,72.12,98,68,0.43,BR,1699415278
447,cururupu,-1.8283,-44.8683,78.19,80,73,5.48,BR,1699415278
448,mitu,1.1983,-70.1733,71.24,99,98,0.18,CO,1699415278
449,xinyuan,37.3,99.0,32.04,19,0,19.6,CN,1699415278
450,ak'ordat,15.5486,37.8867,79.61,57,54,2.66,ER,1699415279
451,nova vicosa,-17.8919,-39.3719,75.11,56,97,8.63,BR,1699415279
452,aytos,42.7,27.25,60.22,94,73,3.27,BG,1699414996
453,east ballina,-28.8667,153.5833,75.79,64,63,11.48,AU,1699415279
454,pariaman,-0.619,100.12,82.45,84,100,0.83,ID,1699415280
455,general villegas,-35.0328,-63.0125,56.64,29,67,8.84,AR,1699415280
456,whitburn,54.9533,-1.3686,44.91,90,100,12.57,GB,1699415281
457,taradale,-39.5333,176.85,61.02,59,35,10.0,NZ,1699415281
458,mramani,-12.3464,44.5286,79.7,78,59,10.83,KM,1699415282
459,novosergiyevka,52.0934,53.6528,44.31,92,100,13.49,RU,1699415282
460,brak,27.5496,14.2714,68.61,25,1,6.55,LY,1699415085
461,waspan,14.7419,-83.9717,74.84,98,98,2.62,NI,1699415283
462,sibolga,1.7427,98.7792,78.64,86,100,0.45,ID,1699415283
463,bintulu,3.1667,113.0333,86.41,84,40,0.0,MY,1699415066
464,saint-francois,46.4154,3.9054,44.04,83,0,6.91,FR,1699415283
465,chabahar,25.2919,60.643,78.94,65,74,1.48,IR,1699415283
466,lazaro cardenas,17.9583,-102.2,79.02,87,15,3.13,MX,1699415284
467,cam ranh,11.9214,109.1591,89.56,62,20,6.91,VN,1699415281
468,sept-iles,50.2001,-66.3821,32.52,95,100,13.8,CA,1699415284
469,aldinga beach,-35.2793,138.4604,81.75,44,65,11.7,AU,1699415284
470,mizan teferi,6.9833,35.5833,60.31,95,15,3.06,ET,1699415285
471,luanda,-8.8368,13.2343,78.8,83,100,6.91,AO,1699415285
472,gelemso,8.8167,40.5167,61.54,64,59,1.07,ET,1699415285
473,kidal,18.4411,1.4078,76.62,14,25,8.88,ML,1699415285
474,awjilah,29.1081,21.2869,68.18,48,0,3.91,LY,1699415286
475,cao bang,22.6667,106.25,79.41,72,82,4.63,VN,1699415261
476,rongelap,11.1635,166.8941,82.49,79,43,21.45,MH,1699415286
477,harstad,68.799,16.5293,36.16,97,100,4.74,NO,1699415287
478,pompeu,-19.2244,-44.9353,67.01,67,0,7.58,BR,1699415287
479,mangalia,43.8,28.5833,60.84,86,27,12.48,RO,1699415017
480,pilsrundale,56.4167,24.0,45.54,89,99,11.1,LV,1699415287
481,flying fish cove,-10.4217,105.6791,83.88,74,40,6.91,CX,1699415287
482,heroica caborca,30.7167,-112.15,73.94,21,0,1.45,MX,1699415102
483,otuzco,-7.9,-78.5833,54.34,78,21,1.48,PE,1699415288
484,bandarbeyla,9.4942,50.8122,80.56,72,97,13.15,SO,1699415288
485,luwuk,-0.9516,122.7875,87.49,67,91,7.25,ID,1699415288
486,guajara mirim,-10.7828,-65.3394,80.6,64,97,3.42,BR,1699415289
487,koryazhma,61.3143,47.1691,42.91,89,100,8.3,RU,1699415289
488,conceicao do mato dentro,-19.0372,-43.425,60.49,95,0,2.13,BR,1699415289
489,nang rong,14.6377,102.7914,84.74,68,76,4.03,TH,1699415015
490,pangai,-19.8,-174.35,82.51,69,20,8.05,TO,1699415290
491,eaglehawk,-36.7333,144.25,89.56,48,51,8.99,AU,1699415193
492,kotido,2.9806,34.1331,68.99,81,74,6.78,UG,1699415290
493,yarmouth,41.7057,-70.2286,55.54,74,0,18.99,US,1699415290
494,zyrya,40.3661,50.2917,62.69,63,69,8.66,AZ,1699415290
495,nemuro,43.3236,145.575,48.24,66,47,17.69,JP,1699415291
496,tipitapa,12.1973,-86.0971,78.82,94,40,4.61,NI,1699415291
497,gerash,27.6652,54.1371,53.74,55,0,1.61,IR,1699415292
498,al minya,28.1099,30.7503,67.3,73,0,9.62,EG,1699415292
499,camrose,53.0168,-112.8353,31.91,90,100,8.95,CA,1699415292
500,marsh harbour,26.5412,-77.0636,77.27,70,2,11.05,BS,1699415293
501,jilin,43.0,126.0,37.35,62,100,7.92,CN,1699415293
502,manta,-0.95,-80.7333,76.78,83,100,11.5,EC,1699415293
503,zhezqazghan,47.7833,67.7667,32.58,69,0,8.95,KZ,1699415293
504,kimbe,-5.5502,150.1429,87.51,70,98,4.18,PG,1699415293
505,jalgaon,21.0167,75.5667,80.22,39,81,7.78,IN,1699415294
506,kuanda,56.3161,116.0806,15.22,80,100,3.24,RU,1699415294
507,vanimo,-2.6741,141.3028,83.57,83,96,10.0,PG,1699415294
508,victorica,-36.2151,-65.4359,56.48,37,0,7.38,AR,1699415294
509,homer,59.6425,-151.5483,42.69,52,100,14.97,US,1699415294
510,inirida,3.8653,-67.9239,74.03,97,98,0.18,CO,1699415295
511,cannonvale,-20.2833,148.7,78.19,68,20,14.25,AU,1699415295
512,selkirk,50.1436,-96.8845,34.16,96,99,8.01,CA,1699415295
513,midvagur,62.0511,-7.1939,41.83,87,56,0.0,FO,1699415295
514,pahrump,36.2083,-115.9839,60.85,44,88,14.0,US,1699415296
515,walvis bay,-22.9575,14.5053,56.08,87,0,6.91,NA,1699415296
516,goz beida,13.95,20.55,77.14,23,86,9.01,TD,1699415296
517,serhetabat,35.2799,62.3438,63.73,48,72,7.38,TM,1699415296
518,greymouth,-42.4667,171.2,57.69,73,54,7.61,NZ,1699415297
519,owando,-0.4819,15.8999,71.26,99,100,2.73,CG,1699415297
520,mudu,31.252,120.5118,66.18,48,89,5.79,CN,1699415281
521,paoua,7.2427,16.4406,72.14,82,100,3.96,CF,1699415298
522,sola,-13.8833,167.55,79.48,83,100,22.95,VU,1699415298
523,broken hill,-31.95,141.4333,93.29,13,100,16.26,AU,1699415299
524,papao,-17.75,-149.55,82.08,85,91,25.14,PF,1699415299
525,ziro,27.6333,93.8333,56.14,38,0,0.22,IN,1699415300
526,ouro preto do oeste,-10.7481,-62.2158,74.28,94,100,4.18,BR,1699415300
527,tazovsky,67.4667,78.7,27.52,96,100,12.8,RU,1699415300
528,glace bay,46.1969,-59.957,50.05,95,100,9.22,CA,1699415300
529,alofi,-19.0595,-169.9187,80.49,65,40,13.8,NU,1699415078
530,lormi,22.2833,81.7333,80.15,33,50,1.19,IN,1699415301
531,wuhai,39.6647,106.8122,42.08,24,70,20.54,CN,1699415301
532,vail,32.0479,-110.712,71.28,18,0,8.01,US,1699415301
533,nadi,-17.8,177.4167,84.2,65,75,14.97,FJ,1699415121
534,bumba,2.1833,22.4667,69.8,96,99,2.33,CD,1699415302
535,candido mendes,-1.4467,-45.7167,76.3,84,63,5.03,BR,1699415302
536,belo sur tsiribihina,-19.7,44.55,79.57,67,0,3.33,MG,1699415303
537,chifeng,42.2683,118.9636,36.28,61,71,1.34,CN,1699415278
538,porto franco,-6.3383,-47.3992,75.99,85,93,1.68,BR,1699415303
539,anchorage,61.2181,-149.9003,30.65,91,100,18.41,US,1699415014
540,donetsk,48.0,37.8,47.34,67,3,4.05,UA,1699415083
541,alpine,32.835,-116.7664,58.73,84,38,2.66,US,1699415304
542,cariati,39.4922,16.9594,66.92,64,100,5.19,IT,1699415304
543,crailsheim,49.1344,10.0719,44.92,92,43,9.6,DE,1699415203
544,nosy varika,-20.5833,48.5333,73.63,76,97,0.98,MG,1699415305
545,wewak,-3.5534,143.6268,84.07,81,100,9.71,PG,1699415305
546,lata,40.1629,-8.3327,51.08,91,100,4.18,PT,1699415305
547,copiapo,-27.3667,-70.3333,53.29,41,0,0.81,CL,1699415223
548,chongju,39.6933,125.2103,44.11,49,99,7.92,KP,1699415306
549,ashland,40.8167,-82.2665,44.56,97,30,6.35,US,1699415306
550,arraial do cabo,-22.9661,-42.0278,70.79,68,10,15.48,BR,1699415307
551,biltine,14.5333,20.9167,77.85,22,99,12.59,TD,1699415307
